# Citizen Ledger — public employee compensation — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — Government Compensation in California, reporting year 2024, as filed by each employer
# Accounting basis: Positions as reported by each employer to the State Controller for the calendar year, including part-year and part-time positions
# Gate tier: AS FILED — AS FILED — UNRECONCILED. A published control exists and can never be reconciled to: the source is a live database with no as-of-date total, so there is no instant at which the two can be aligned
# Units: dollars; positions are positions, NOT persons
# Measured as: POSITIONS AS REPORTED BY EACH EMPLOYER TO THE STATE CONTROLLER FOR THE CALENDAR YEAR, INCLUDING PART-YEAR AND PART-TIME POSITIONS · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-25
# Exported: 2026-07-29
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A person holding two positions appears in two rows. This is a count of positions reported, never a headcount of people.
# retirement_includes_unfunded_liability is an employer-level reporting flag. Two identically-paid positions at two employers show different totals for a pure reporting reason, and the unfunded component is not separately reported, so it cannot be netted out.
# Do NOT compute an average or median over these rows. There is no hours or FTE field, and a quarter of city rows show pay below half the position's own stated minimum. See docs/V23A_COMPENSATION_BUILD_FINDING.md.
# Vintage: {'earliest': '2025-06-24', 'latest': '2026-07-22', 'staleMonths': 14, 'ageDaysAtBuild': 3}
slug,name,layer,county,positions_reported,total_wages_usd,retirement_and_health_usd,population,elected_positions,retirement_includes_unfunded_liability
k12-madera-county-superintendent-of-schools,Madera County Superintendent of Schools,k12,Madera,724,29788987,10764418,,8,false
k12-madera-unified,Madera Unified,k12,Madera,4033,209059332,87112485,,7,false
k12-magnolia-elementary,Magnolia Elementary,k12,Orange,1248,67702041,24530103,,4,true
k12-magnolia-union-elementary,Magnolia Union Elementary,k12,Imperial,41,1064948,378466,,5,false
k12-making-waves-academy,Making Waves Academy,k12,Contra Costa,228,13508474,3333927,,7,false
k12-manchester-union-elementary,Manchester Union Elementary,k12,Mendocino,25,599420,235715,,3,false
k12-manteca-unified,Manteca Unified,k12,San Joaquin,4314,217775511,60084520,,5,true
k12-manzanita-elementary,Manzanita Elementary,k12,Butte,67,2622556,856007,,5,false
k12-maple-elementary,Maple Elementary,k12,Kern,84,2663184,1005029,,3,false
k12-marin-county-office-of-education,Marin County Office of Education,k12,Marin,560,28617870,10204089,,8,false
k12-mariposa-county-unified,Mariposa County Unified,k12,Mariposa,479,20905411,7522788,,5,false
k12-martinez-unified,Martinez Unified,k12,Contra Costa,695,35101748,13394861,,5,false
k12-mccloud-union-elementary,McCloud Union Elementary,k12,Siskiyou,21,580837,125535,,5,false
k12-meadows-arts-and-technology-elementary,Meadows Arts and Technology Elementary,k12,Ventura,91,2737576,963936,,7,false
k12-meadows-union,Meadows Union,k12,Imperial,125,4621545,1603640,,5,false
k12-menifee-union,Menifee Union,k12,Riverside,2189,111771224,33742461,,5,true
k12-meridian-elementary,Meridian Elementary,k12,Sutter,31,671978,210956,,3,false
k12-mesa-union-elementary,Mesa Union Elementary,k12,Ventura,88,4859317,1510589,,5,false
k12-millbrae-elementary,Millbrae Elementary,k12,San Mateo,286,20182709,5646533,,5,true
k12-miller-creek-elementary,Miller Creek Elementary,k12,Marin,356,17832477,6183364,,5,false
k12-millville-elementary,Millville Elementary,k12,Shasta,54,1867208,620783,,5,false
k12-mission-union-elementary,Mission Union Elementary,k12,Monterey,51,1079366,359385,,5,false
k12-mojave-unified,Mojave Unified,k12,Kern,634,30628658,10919947,,5,false
k12-mono-county-office-of-education,Mono County Office of Education,k12,Mono,87,4198100,2142860,,9,false
k12-monson-sultana-joint-union-elementary,Monson-Sultana Joint Union Elementary,k12,Tulare,104,4245901,1557168,,5,true
k12-monterey-county-office-of-education,Monterey County Office of Education,k12,Monterey,910,52524760,20267359,,8,false
k12-moraga-elementary,Moraga Elementary,k12,Contra Costa,433,18781982,6399831,,5,false
k12-mount-pleasant-elementary,Mount Pleasant Elementary,k12,Santa Clara,387,22169332,6997072,,5,false
k12-mountain-elementary,Mountain Elementary,k12,Santa Cruz,64,1577651,516391,,6,false
k12-mountain-house-elementary,Mountain House Elementary,k12,Alameda,11,401759,86266,,4,false
k12-mountain-union-elementary,Mountain Union Elementary,k12,Shasta,43,925156,297468,,5,false
k12-mountain-view-elementary-los-angeles,Mountain View Elementary (Los Angeles),k12,Los Angeles,1136,71557224,17602524,,5,false
k12-mountain-view-elementary-san-bernardino,Mountain View Elementary (San Bernardino),k12,San Bernardino,469,28671630,7849701,,5,false
k12-mulberry-elementary,Mulberry Elementary,k12,Imperial,18,548385,208301,,5,false
k12-mupu-elementary,Mupu Elementary,k12,Ventura,38,1413982,392731,,3,false
k12-muroc-joint-unified,Muroc Joint Unified,k12,Kern,464,19915715,5587217,,3,false
k12-murrieta-valley-unified,Murrieta Valley Unified,k12,Riverside,4006,215521522,62965859,,7,true
k12-national-elementary,National Elementary,k12,San Diego,998,54424801,20628026,,5,false
k12-needles-unified,Needles Unified,k12,San Bernardino,210,11445069,4667169,,5,true
k12-nevada-county-office-of-education,Nevada County Office of Education,k12,Nevada,366,12811407,4527975,,7,false
k12-new-hope-elementary,New Hope Elementary,k12,San Joaquin,43,1890949,618704,,3,false
k12-new-village-girls-academy,New Village Girls Academy,k12,Los Angeles,48,1777678,449516,,0,false
k12-newport-mesa-unified,Newport-Mesa Unified,k12,Orange,4087,264127695,107252968,,7,false
k12-nicasio,Nicasio,k12,Marin,20,573989,124763,,3,false
k12-norris-elementary,Norris Elementary,k12,Kern,1013,30665450,13309235,,5,false
k12-nuestro-elementary,Nuestro Elementary,k12,Sutter,68,1280383,431353,,3,false
k12-oak-grove-elementary,Oak Grove Elementary,k12,Santa Clara,1539,79832614,30479584,,8,false
k12-oak-run-elementary,Oak Run Elementary,k12,Shasta,23,540908,174167,,5,false
k12-oak-view-union-elementary,Oak View Union Elementary,k12,San Joaquin,56,2815131,1026441,,5,false
k12-oakland-unity-middle,Oakland Unity Middle,k12,Alameda,29,1159270,254177,,0,false
k12-ocean-view-orange,Ocean View (Orange),k12,Orange,1457,72556742,22723432,,5,true
k12-old-adobe-union,Old Adobe Union,k12,Sonoma,461,19859025,6663025,,4,false
k12-ontario-montclair,Ontario-Montclair,k12,San Bernardino,4055,257746192,89079227,,5,true
k12-orange-county-department-of-education,Orange County Department of Education,k12,Orange,2096,129030211,57245849,,6,true
k12-orange-unified,Orange Unified,k12,Orange,3261,236320801,76335632,,9,false
k12-orcutt-union-elementary,Orcutt Union Elementary,k12,Santa Barbara,946,41068375,12855811,,4,false
k12-orinda-union,Orinda Union,k12,Contra Costa,531,26173899,8917517,,5,true
k12-orland-joint-unified,Orland Joint Unified,k12,Glenn,485,20876864,8674256,,5,false
k12-oro-grande,Oro Grande,k12,San Bernardino,784,48710337,16354325,,3,false
k12-oroville-city-elementary,Oroville City Elementary,k12,Butte,506,21622013,7720086,,5,false
k12-oroville-union-high,Oroville Union High,k12,Butte,483,23669509,10383637,,5,false
k12-owens-valley-unified,Owens Valley Unified,k12,Inyo,67,1595094,645261,,5,false
k12-oxnard-union-high,Oxnard Union High,k12,Ventura,2579,184034115,68183882,,5,false
k12-pacific-elementary,Pacific Elementary,k12,Santa Cruz,63,1421739,488320,,3,false
k12-pacific-grove-unified,Pacific Grove Unified,k12,Monterey,633,31634781,8167396,,5,true
k12-pacific-union-elementary-humboldt,Pacific Union Elementary (Humboldt),k12,Humboldt,166,4422247,1854429,,5,false
k12-pacific-view-charter,Pacific View Charter,k12,San Diego,100,6012787,2296820,,5,false
k12-palermo-union-elementary,Palermo Union Elementary,k12,Butte,298,14565117,4879237,,5,false
k12-palos-verdes-peninsula-unified,Palos Verdes Peninsula Unified,k12,Los Angeles,2054,103271606,29406470,,3,false
k12-panama-buena-vista-union,Panama-Buena Vista Union,k12,Kern,4267,203170139,77353347,,5,false
k12-paradise-unified,Paradise Unified,k12,Butte,441,18101776,6113003,,5,false
k12-paramount-unified,Paramount Unified,k12,Los Angeles,2377,161675847,51101581,,5,false
k12-paso-robles-joint-unified,Paso Robles Joint Unified,k12,San Luis Obispo,1400,58092754,12570253,,7,true
k12-peak-prep-pleasant-valley,Peak Prep Pleasant Valley,k12,Ventura,67,4602045,1008722,,3,false
k12-perris-union-high,Perris Union High,k12,Riverside,1956,121877748,38781681,,7,true
k12-piedmont-city-unified,Piedmont City Unified,k12,Alameda,601,31290365,10529678,,5,false
k12-pioneer-union-elementary-butte,Pioneer Union Elementary (Butte),k12,Butte,22,727681,189493,,5,false
k12-pioneer-union-elementary-kings,Pioneer Union Elementary (Kings),k12,Kings,437,14231559,4953637,,3,false
k12-pittsburg-unified,Pittsburg Unified,k12,Contra Costa,1911,117489559,46284223,,6,false
k12-placentia-yorba-linda-unified,Placentia-Yorba Linda Unified,k12,Orange,4255,227549536,82539923,,5,true
k12-placer-union-high,Placer Union High,k12,Placer,854,40254270,12256293,,5,false
k12-pleasant-ridge-union-elementary,Pleasant Ridge Union Elementary,k12,Nevada,311,11063189,3320938,,5,false
k12-pleasant-valley,Pleasant Valley,k12,Ventura,1270,54623482,18346821,,5,true
k12-pleasant-valley-joint-union-elementary,Pleasant Valley Joint Union Elementary,k12,San Luis Obispo,39,639982,155982,,6,false
k12-plumas-charter,Plumas Charter,k12,Plumas,85,3022961,237576,,0,false
k12-potter-valley-community-unified,Potter Valley Community Unified,k12,Mendocino,91,2615239,1017561,,5,false
k12-rancho-santa-fe-elementary,Rancho Santa Fe Elementary,k12,San Diego,132,9844409,2894104,,8,false
k12-ravenswood-city-elementary,Ravenswood City Elementary,k12,San Mateo,356,25195348,7582761,,6,false
k12-redding-stem-academy,Redding STEM Academy,k12,Shasta,71,1657001,608003,,7,true
k12-redlands-unified,Redlands Unified,k12,San Bernardino,3723,213820995,66563626,,5,true
k12-reed-union-elementary,Reed Union Elementary,k12,Marin,244,16117320,4070728,,5,false
k12-reeds-creek-elementary,Reeds Creek Elementary,k12,Tehama,53,1395781,459586,,5,false
k12-rescue-union-elementary,Rescue Union Elementary,k12,El Dorado,745,28268011,7558536,,5,false
k12-richgrove-elementary,Richgrove Elementary,k12,Tulare,166,7551361,2860284,,5,false
k12-richland-union-elementary,Richland Union Elementary,k12,Kern,775,30772140,11567779,,5,false
k12-rim-of-the-world-unified,Rim of the World Unified,k12,San Bernardino,579,26719169,9939193,,5,false
k12-river-oaks-academy,River Oaks Academy,k12,Ventura,67,3005617,711702,,5,false
k12-river-springs-charter,River Springs Charter,k12,Riverside,1337,57820050,21177067,,8,false
k12-river-valley-charter,River Valley Charter,k12,San Diego,61,1777344,879014,,8,false
k12-riverside-county-office-of-education,Riverside County Office of Education,k12,Riverside,2897,165742469,56444633,,9,false
k12-riverside-unified,Riverside Unified,k12,Riverside,7093,407225709,136117295,,6,false
k12-rocklin-unified,Rocklin Unified,k12,Placer,2268,102562489,29952394,,5,false
k12-romoland-elementary,Romoland Elementary,k12,Riverside,849,46836757,18750041,,5,true
k12-roseville-city,Roseville City,k12,Placer,2064,105190250,29529358,,6,true
k12-round-valley-joint-elementary,Round Valley Joint Elementary,k12,Inyo,23,921460,362887,,3,false
k12-sava-sacramento-academic-and-vocational-academy,SAVA - Sacramento Academic and Vocational Academy,k12,Sacramento,293,12457707,6938611,,0,true
k12-siatech,SIATech,k12,San Diego,161,11840511,4122457,,0,false
k12-sacramento-city-unified,Sacramento City Unified,k12,Sacramento,7689,458312622,192106655,,7,false
k12-sacramento-county-office-of-education,Sacramento County Office of Education,k12,Sacramento,1564,79128322,26787559,,11,false
k12-saddleback-valley-unified,Saddleback Valley Unified,k12,Orange,4447,227324033,80251379,,5,true
k12-san-ardo-union-elementary,San Ardo Union Elementary,k12,Monterey,51,1159763,423615,,5,false
k12-san-bernardino-county-office-of-education,San Bernardino County Office of Education,k12,San Bernardino,3778,189292146,78648631,,6,false
k12-san-diego-county-office-of-education,San Diego County Office of Education,k12,San Diego,2096,153132057,54611908,,5,true
k12-san-diego-virtual,San Diego Virtual,k12,San Diego,39,4349743,941378,,3,false
k12-san-dieguito-union-high,San Dieguito Union High,k12,San Diego,1962,120741498,28654454,,5,false
k12-san-gabriel-unified,San Gabriel Unified,k12,Los Angeles,956,46118289,18951850,,5,false
k12-san-jose-unified,San Jose Unified,k12,Santa Clara,4132,255560686,118428977,,5,false
k12-san-lorenzo-valley-unified,San Lorenzo Valley Unified,k12,Santa Cruz,591,22003899,7145255,,5,false
k12-san-luis-coastal-unified,San Luis Coastal Unified,k12,San Luis Obispo,1892,82245031,27569954,,7,false
k12-san-luis-obispo-county-office-of-education,San Luis Obispo County Office of Education,k12,San Luis Obispo,402,15884725,5322036,,4,true
k12-san-marcos-unified,San Marcos Unified,k12,San Diego,3598,174428436,65709471,,4,false
k12-san-pasqual-valley-unified,San Pasqual Valley Unified,k12,Imperial,149,10115057,3383354,,5,false
k12-san-rafael-city-elementary,San Rafael City Elementary,k12,Marin,825,51855878,12437915,,4,false
k12-santa-ana-unified,Santa Ana Unified,k12,Orange,7878,538598283,190027885,,5,false
k12-santa-barbara-county-office-of-education,Santa Barbara County Office of Education,k12,Santa Barbara,778,42193639,18028492,,8,true
k12-santa-barbara-unified,Santa Barbara Unified,k12,Santa Barbara,2953,148509552,39452792,,6,false
k12-santa-clara-elementary,Santa Clara Elementary,k12,Ventura,17,512810,123919,,3,false
k12-santa-cruz-city-schools,Santa Cruz City Schools,k12,Santa Cruz,1598,64792542,23661499,,9,false
k12-santa-cruz-county-office-of-education,Santa Cruz County Office of Education,k12,Santa Cruz,581,32773370,14303218,,8,false
k12-santa-maria-joint-union-high,Santa Maria Joint Union High,k12,Santa Barbara,1630,94213054,32472752,,6,false
k12-santa-monica-malibu-unified,Santa Monica-Malibu Unified,k12,Los Angeles,2017,119928361,42666180,,7,true
k12-santa-rosa-academy,Santa Rosa Academy,k12,Riverside,294,11562530,3605647,,7,false
k12-saratoga-union-elementary,Saratoga Union Elementary,k12,Santa Clara,385,23976589,5792497,,5,false
k12-saugus-union,Saugus Union,k12,Los Angeles,1916,79458846,20730403,,5,true
k12-savanna-elementary,Savanna Elementary,k12,Orange,480,21955950,5963273,,5,true
k12-scotia-union-elementary,Scotia Union Elementary,k12,Humboldt,72,1975320,680700,,5,false
k12-scotts-valley-unified,Scotts Valley Unified,k12,Santa Cruz,476,15651518,7251070,,5,false
k12-sequoia-union-high,Sequoia Union High,k12,San Mateo,1893,142740228,52020960,,5,true
k12-shasta-county-office-of-education,Shasta County Office of Education,k12,Shasta,660,29732538,10145850,,12,false
k12-sherman-thomas-charter,Sherman Thomas Charter,k12,Madera,110,2813278,619332,,0,false
k12-sierra-sands-unified,Sierra Sands Unified,k12,Kern,1064,43651876,16563351,,5,false
k12-sierra-unified,Sierra Unified,k12,Fresno,358,14461736,4347098,,5,false
k12-silver-valley-unified,Silver Valley Unified,k12,San Bernardino,491,21581877,9124086,,5,false
k12-snelling-merced-falls-union-elementary,Snelling-Merced Falls Union Elementary,k12,Merced,24,470748,205782,,6,false
k12-solana-beach-elementary,Solana Beach Elementary,k12,San Diego,828,39731310,13836879,,6,true
k12-somis-union,Somis Union,k12,Ventura,56,2259659,685244,,5,false
k12-sonoma-county-office-of-education,Sonoma County Office of Education,k12,Sonoma,679,37594646,15336270,,7,false
k12-sonora-elementary,Sonora Elementary,k12,Tuolumne,179,5440081,1780769,,5,true
k12-soquel-union-elementary,Soquel Union Elementary,k12,Santa Cruz,402,14469744,4433629,,5,false
k12-south-bay-union,South Bay Union,k12,San Diego,1311,65163931,24246701,,6,false
k12-south-bay-union-elementary,South Bay Union Elementary,k12,Humboldt,125,4232480,1715774,,5,true
k12-south-fork-union,South Fork Union,k12,Kern,128,3564455,907219,,5,false
k12-southern-trinity-joint-unified,Southern Trinity Joint Unified,k12,Trinity,54,1624397,500762,,5,false
k12-standard-elementary,Standard Elementary,k12,Kern,790,33267227,12243629,,5,false
k12-stanislaus-county-office-of-education,Stanislaus County Office of Education,k12,Stanislaus,1821,87893882,32941384,,6,false
k12-sulphur-springs-union,Sulphur Springs Union,k12,Los Angeles,1029,47448145,17278577,,5,true
k12-sunnyvale,Sunnyvale,k12,Santa Clara,1230,81527729,32396627,,6,false
k12-sunol-glen-unified,Sunol Glen Unified,k12,Alameda,60,2880355,586190,,3,false
k12-sunrise-middle,Sunrise Middle,k12,Santa Clara,52,3135869,648755,,5,false
k12-sutter-county-office-of-education,Sutter County Office of Education,k12,Sutter,873,27100338,7738894,,6,false
k12-sutter-union-high,Sutter Union High,k12,Sutter,160,5841146,2070498,,5,false
k12-taft-union-high,Taft Union High,k12,Kern,387,14844748,6459702,,5,false
k12-tehachapi-unified,Tehachapi Unified,k12,Kern,957,38474266,12377385,,7,true
k12-tehama-county-department-of-education,Tehama County Department of Education,k12,Tehama,944,19693434,6918064,,5,false
k12-tehama-elearning-academy,Tehama eLearning Academy,k12,Tehama,26,829424,324373,,5,false
k12-temecula-valley-unified,Temecula Valley Unified,k12,Riverside,5066,249928261,74025656,,6,true
k12-terra-bella-union-elementary,Terra Bella Union Elementary,k12,Tulare,183,8399843,3271358,,5,false
k12-the-education-corps,The Education Corps,k12,Inyo,49,2061818,512179,,0,false
k12-thompson-peak-charter,Thompson Peak Charter,k12,Lassen,19,836413,240000,,5,false
k12-tipton-elementary,Tipton Elementary,k12,Tulare,125,5348197,2104642,,5,false
k12-torrance-unified,Torrance Unified,k12,Los Angeles,4078,220187450,62952318,,6,false
k12-tracy-joint-unified,Tracy Joint Unified,k12,San Joaquin,2474,137020156,38676726,,9,false
k12-trona-joint-unified,Trona Joint Unified,k12,San Bernardino,101,3653471,1500712,,5,false
k12-tulare-joint-union-high,Tulare Joint Union High,k12,Tulare,1359,62774619,22889295,,5,true
k12-tustin-unified,Tustin Unified,k12,Orange,3666,205779817,59320632,,5,true
k12-twain-harte,Twain Harte,k12,Tuolumne,93,2947354,887252,,5,false
k12-twin-hills-union-elementary,Twin Hills Union Elementary,k12,Sonoma,244,8583639,2840846,,5,false
k12-twin-rivers-charter,Twin Rivers Charter,k12,Sutter,140,4229800,1086254,,0,false
k12-twin-rivers-unified,Twin Rivers Unified,k12,Sacramento,4624,254481523,84184374,,9,true
k12-upland-unified,Upland Unified,k12,San Bernardino,2057,94753683,37489278,,5,false
k12-val-verde-unified,Val Verde Unified,k12,Riverside,3660,227214275,66685160,,6,false
k12-valley-charter-elementary,Valley Charter Elementary,k12,Los Angeles,62,2103210,553890,,0,false
k12-valley-charter-middle,Valley Charter Middle,k12,Los Angeles,72,1979869,646521,,0,false
k12-valley-oak-charter,Valley Oak Charter,k12,Ventura,27,417692,47489,,3,false
k12-ventura-charter-school-of-arts-and-global-education,Ventura Charter School of Arts and Global Education,k12,Ventura,92,3193391,1081541,,6,false
k12-victor-elementary,Victor Elementary,k12,San Bernardino,1984,127241366,46248975,,4,false
k12-village-charter,Village Charter,k12,Sonoma,37,743575,252204,,0,false
k12-vista-springs-charter,Vista Springs Charter,k12,San Diego,114,1950693,560216,,0,false
k12-vista-unified,Vista Unified,k12,San Diego,7229,210246112,139000587,,6,true
k12-vista-del-mar-union,Vista del Mar Union,k12,Santa Barbara,23,785948,232875,,3,false
k12-walnut-valley-unified,Walnut Valley Unified,k12,Los Angeles,2358,135600197,43819762,,5,false
k12-wasco-union-elementary,Wasco Union Elementary,k12,Kern,943,39462733,15451293,,5,false
k12-washington-unified-fresno,Washington Unified (Fresno),k12,Fresno,363,27473400,11207786,,8,false
k12-west-side-union-elementary,West Side Union Elementary,k12,Sonoma,40,1129350,388767,,5,false
k12-western-placer-unified,Western Placer Unified,k12,Placer,1459,65064308,23215036,,4,false
k12-westminster,Westminster,k12,Orange,1955,101191141,31586397,,5,true
